po_id,supplier,destination_location,order_date,expected_receipt_date,order_status,currency,payment_terms_days
PO-20240528-000269,Hydroline Andina,CD Santiago,2024-05-28,2024-06-18,received,CLP,30
PO-20240528-000470,Industrial Flow Partners,CD Santiago,2024-05-28,2024-11-24,received,CLP,60
PO-20240528-000495,Industrial Flow Partners,CD Santiago,2024-05-28,2024-11-24,received,CLP,60
PO-20240528-001108,Andes Motion,CD Santiago,2024-05-28,2024-08-26,received,CLP,45
PO-20240528-002050,Maestranza Integral,CD Santiago,2024-05-28,2024-07-02,received,CLP,30
PO-20240528-002174,Maestranza Integral,CD Santiago,2024-05-28,2024-07-02,received,CLP,30
PO-20240528-002188,Hydroline Andina,CD Santiago,2024-05-28,2024-06-18,received,CLP,30
PO-20240528-002239,Andes Motion,CD Santiago,2024-05-28,2024-08-26,received,CLP,45
PO-20240529-000441,Industrial Flow Partners,CD Santiago,2024-05-29,2024-11-25,received,CLP,60
PO-20240531-000159,Andes Motion,CD Santiago,2024-05-31,2024-08-29,received,CLP,45
PO-20240531-000529,Hydroline Andina,CD Santiago,2024-05-31,2024-06-21,received,CLP,30
PO-20240602-000921,Pacific Seal Supply,CD Santiago,2024-06-02,2024-10-30,received,CLP,45
PO-20240602-001166,Pacific Seal Supply,CD Santiago,2024-06-02,2024-10-30,received,CLP,45
PO-20240602-001638,Industrial Flow Partners,CD Santiago,2024-06-02,2024-11-29,received,CLP,60
PO-20240602-001904,Andes Motion,CD Santiago,2024-06-02,2024-08-31,received,CLP,45
PO-20240602-001956,Hydroline Andina,CD Santiago,2024-06-02,2024-06-23,received,CLP,30
PO-20240602-002146,Maestranza Integral,CD Santiago,2024-06-02,2024-07-07,received,CLP,30
PO-20240602-003044,Tecfluid Norte,CD Santiago,2024-06-02,2024-07-27,received,CLP,30
PO-20240603-002114,Maestranza Integral,CD Santiago,2024-06-03,2024-07-08,received,CLP,30
PO-20240603-003070,Maestranza Integral,CD Santiago,2024-06-03,2024-07-08,received,CLP,30
PO-20240604-000060,Hydroline Andina,CD Santiago,2024-06-04,2024-06-25,received,CLP,30
PO-20240604-001057,Andes Motion,CD Santiago,2024-06-04,2024-09-02,received,CLP,45
PO-20240604-001524,Pacific Seal Supply,CD Santiago,2024-06-04,2024-11-01,received,CLP,45
PO-20240605-000192,Hydroline Andina,CD Santiago,2024-06-05,2024-06-26,received,CLP,30
PO-20240605-000501,Industrial Flow Partners,CD Santiago,2024-06-05,2024-12-02,received,CLP,60
PO-20240605-000608,Maestranza Integral,CD Santiago,2024-06-05,2024-07-10,received,CLP,30
PO-20240605-000902,Hydroline Andina,CD Santiago,2024-06-05,2024-06-26,received,CLP,30
PO-20240605-001727,Hydroline Andina,CD Santiago,2024-06-05,2024-06-26,received,CLP,30
PO-20240606-000691,Industrial Flow Partners,CD Santiago,2024-06-06,2024-12-03,received,CLP,60
PO-20240606-001432,Maestranza Integral,CD Santiago,2024-06-06,2024-07-11,received,CLP,30
PO-20240607-001388,Hydroline Andina,CD Santiago,2024-06-07,2024-06-28,received,CLP,30
PO-20240608-000616,Andes Motion,CD Santiago,2024-06-08,2024-09-06,received,CLP,45
PO-20240608-000632,Hydroline Andina,CD Santiago,2024-06-08,2024-06-29,received,CLP,30
PO-20240608-001606,Andes Motion,CD Santiago,2024-06-08,2024-09-06,received,CLP,45
PO-20240608-002766,Andes Motion,CD Santiago,2024-06-08,2024-09-06,received,CLP,45
PO-20240609-000392,Hydroline Andina,CD Santiago,2024-06-09,2024-06-30,received,CLP,30
PO-20240609-001071,Tecfluid Norte,CD Santiago,2024-06-09,2024-08-03,received,CLP,30
PO-20240609-002157,Industrial Flow Partners,CD Santiago,2024-06-09,2024-12-06,received,CLP,60
PO-20240609-002255,Hydroline Andina,CD Santiago,2024-06-09,2024-06-30,received,CLP,30
PO-20240609-002336,Hydroline Andina,CD Santiago,2024-06-09,2024-06-30,received,CLP,30
PO-20240610-002020,Andes Motion,CD Santiago,2024-06-10,2024-09-08,received,CLP,45
PO-20240611-001020,Andes Motion,CD Santiago,2024-06-11,2024-09-09,received,CLP,45
PO-20240611-002491,Hydroline Andina,CD Santiago,2024-06-11,2024-07-02,received,CLP,30
PO-20240612-000964,Hydroline Andina,CD Santiago,2024-06-12,2024-07-03,received,CLP,30
PO-20240613-000835,Andes Motion,CD Santiago,2024-06-13,2024-09-11,received,CLP,45
PO-20240613-001825,Tecfluid Norte,CD Santiago,2024-06-13,2024-08-07,received,CLP,30
PO-20240613-002178,Tecfluid Norte,CD Santiago,2024-06-13,2024-08-07,received,CLP,30
PO-20240613-002219,Pacific Seal Supply,CD Santiago,2024-06-13,2024-11-10,received,CLP,45
PO-20240613-002888,Hydroline Andina,CD Santiago,2024-06-13,2024-07-04,received,CLP,30
PO-20240613-003007,Andes Motion,CD Santiago,2024-06-13,2024-09-11,received,CLP,45
PO-20240614-001792,Industrial Flow Partners,CD Santiago,2024-06-14,2024-12-11,received,CLP,60
PO-20240614-002119,Hydroline Andina,CD Santiago,2024-06-14,2024-07-05,received,CLP,30
PO-20240615-001045,Pacific Seal Supply,CD Santiago,2024-06-15,2024-11-12,received,CLP,45
PO-20240616-000791,Tecfluid Norte,CD Santiago,2024-06-16,2024-08-10,received,CLP,30
PO-20240616-001043,Pacific Seal Supply,CD Santiago,2024-06-16,2024-11-13,received,CLP,45
PO-20240616-002226,Industrial Flow Partners,CD Santiago,2024-06-16,2024-12-13,received,CLP,60
PO-20240616-002741,Maestranza Integral,CD Santiago,2024-06-16,2024-07-21,received,CLP,30
PO-20240617-000030,Industrial Flow Partners,CD Santiago,2024-06-17,2024-12-14,open,CLP,60
PO-20240617-000324,Tecfluid Norte,CD Santiago,2024-06-17,2024-08-11,received,CLP,30
PO-20240618-001124,Pacific Seal Supply,CD Santiago,2024-06-18,2024-11-15,received,CLP,45
PO-20240618-001540,Tecfluid Norte,CD Santiago,2024-06-18,2024-08-12,received,CLP,30
PO-20240618-001563,Maestranza Integral,CD Santiago,2024-06-18,2024-07-23,received,CLP,30
PO-20240619-000507,Industrial Flow Partners,CD Santiago,2024-06-19,2024-12-16,open,CLP,60
PO-20240619-001189,Tecfluid Norte,CD Santiago,2024-06-19,2024-08-13,received,CLP,30
PO-20240619-001701,Pacific Seal Supply,CD Santiago,2024-06-19,2024-11-16,received,CLP,45
PO-20240620-000715,Hydroline Andina,CD Santiago,2024-06-20,2024-07-11,received,CLP,30
PO-20240620-000969,Pacific Seal Supply,CD Santiago,2024-06-20,2024-11-17,received,CLP,45
PO-20240620-001075,Pacific Seal Supply,CD Santiago,2024-06-20,2024-11-17,received,CLP,45
PO-20240620-001250,Industrial Flow Partners,CD Santiago,2024-06-20,2024-12-17,received,CLP,60
PO-20240620-001516,Maestranza Integral,CD Santiago,2024-06-20,2024-07-25,received,CLP,30
PO-20240620-002333,Maestranza Integral,CD Santiago,2024-06-20,2024-07-25,received,CLP,30
PO-20240620-002809,Tecfluid Norte,CD Santiago,2024-06-20,2024-08-14,received,CLP,30
PO-20240621-001312,Andes Motion,CD Santiago,2024-06-21,2024-09-19,received,CLP,45
PO-20240621-002756,Tecfluid Norte,CD Santiago,2024-06-21,2024-08-15,received,CLP,30
PO-20240622-000496,Industrial Flow Partners,CD Santiago,2024-06-22,2024-12-19,received,CLP,60
PO-20240623-002537,Hydroline Andina,CD Santiago,2024-06-23,2024-07-14,received,CLP,30
PO-20240624-000042,Hydroline Andina,CD Santiago,2024-06-24,2024-07-15,received,CLP,30
PO-20240624-001097,Maestranza Integral,CD Santiago,2024-06-24,2024-07-29,received,CLP,30
PO-20240624-001843,Pacific Seal Supply,CD Santiago,2024-06-24,2024-11-21,received,CLP,45
PO-20240625-000110,Hydroline Andina,CD Santiago,2024-06-25,2024-07-16,received,CLP,30
PO-20240625-001542,Industrial Flow Partners,CD Santiago,2024-06-25,2024-12-22,open,CLP,60
PO-20240625-003200,Maestranza Integral,CD Santiago,2024-06-25,2024-07-30,received,CLP,30
PO-20240626-001116,Andes Motion,CD Santiago,2024-06-26,2024-09-24,received,CLP,45
PO-20240626-001322,Industrial Flow Partners,CD Santiago,2024-06-26,2024-12-23,open,CLP,60
PO-20240627-000735,Pacific Seal Supply,CD Santiago,2024-06-27,2024-11-24,received,CLP,45
PO-20240627-002911,Maestranza Integral,CD Santiago,2024-06-27,2024-08-01,received,CLP,30
PO-20240628-000061,Hydroline Andina,CD Santiago,2024-06-28,2024-07-19,received,CLP,30
PO-20240628-003052,Hydroline Andina,CD Santiago,2024-06-28,2024-07-19,received,CLP,30
PO-20240629-000064,Tecfluid Norte,CD Santiago,2024-06-29,2024-08-23,received,CLP,30
PO-20240629-001740,Andes Motion,CD Santiago,2024-06-29,2024-09-27,received,CLP,45
PO-20240629-001917,Andes Motion,CD Santiago,2024-06-29,2024-09-27,received,CLP,45
PO-20240630-000907,Industrial Flow Partners,CD Santiago,2024-06-30,2024-12-27,open,CLP,60
PO-20240630-002220,Pacific Seal Supply,CD Santiago,2024-06-30,2024-11-27,received,CLP,45
PO-20240630-002973,Hydroline Andina,CD Santiago,2024-06-30,2024-07-21,received,CLP,30
PO-20240701-002696,Maestranza Integral,CD Santiago,2024-07-01,2024-08-05,received,CLP,30
PO-20240702-000361,Hydroline Andina,CD Santiago,2024-07-02,2024-07-23,received,CLP,30
PO-20240702-002512,Andes Motion,CD Santiago,2024-07-02,2024-09-30,received,CLP,45
PO-20240703-000233,Industrial Flow Partners,CD Santiago,2024-07-03,2024-12-30,received,CLP,60
PO-20240703-000872,Hydroline Andina,CD Santiago,2024-07-03,2024-07-24,received,CLP,30
PO-20240703-001403,Pacific Seal Supply,CD Santiago,2024-07-03,2024-11-30,received,CLP,45
PO-20240703-002389,Andes Motion,CD Santiago,2024-07-03,2024-10-01,received,CLP,45
PO-20240703-003139,Andes Motion,CD Santiago,2024-07-03,2024-10-01,received,CLP,45
PO-20240704-000329,Maestranza Integral,CD Santiago,2024-07-04,2024-08-08,received,CLP,30
PO-20240704-000338,Hydroline Andina,CD Santiago,2024-07-04,2024-07-25,received,CLP,30
PO-20240704-000530,Hydroline Andina,CD Santiago,2024-07-04,2024-07-25,received,CLP,30
PO-20240704-001001,Pacific Seal Supply,CD Santiago,2024-07-04,2024-12-01,received,CLP,45
PO-20240704-002626,Pacific Seal Supply,CD Santiago,2024-07-04,2024-12-01,received,CLP,45
PO-20240704-002767,Andes Motion,CD Santiago,2024-07-04,2024-10-02,received,CLP,45
PO-20240705-000127,Tecfluid Norte,CD Santiago,2024-07-05,2024-08-29,received,CLP,30
PO-20240705-001242,Andes Motion,CD Santiago,2024-07-05,2024-10-03,received,CLP,45
PO-20240705-001607,Andes Motion,CD Santiago,2024-07-05,2024-10-03,received,CLP,45
PO-20240705-001667,Andes Motion,CD Santiago,2024-07-05,2024-10-03,received,CLP,45
PO-20240705-001767,Maestranza Integral,CD Santiago,2024-07-05,2024-08-09,received,CLP,30
PO-20240706-000103,Andes Motion,CD Santiago,2024-07-06,2024-10-04,received,CLP,45
PO-20240706-000270,Hydroline Andina,CD Santiago,2024-07-06,2024-07-27,received,CLP,30
PO-20240706-002158,Industrial Flow Partners,CD Santiago,2024-07-06,2025-01-02,received,CLP,60
PO-20240706-002198,Andes Motion,CD Santiago,2024-07-06,2024-10-04,received,CLP,45
PO-20240706-002585,Tecfluid Norte,CD Santiago,2024-07-06,2024-08-30,received,CLP,30
PO-20240706-002681,Andes Motion,CD Santiago,2024-07-06,2024-10-04,received,CLP,45
PO-20240707-000442,Industrial Flow Partners,CD Santiago,2024-07-07,2025-01-03,open,CLP,60
PO-20240707-000748,Andes Motion,CD Santiago,2024-07-07,2024-10-05,received,CLP,45
PO-20240707-001021,Andes Motion,CD Santiago,2024-07-07,2024-10-05,received,CLP,45
PO-20240707-001174,Hydroline Andina,CD Santiago,2024-07-07,2024-07-28,received,CLP,30
PO-20240707-001230,Hydroline Andina,CD Santiago,2024-07-07,2024-07-28,received,CLP,30
PO-20240707-002273,Andes Motion,CD Santiago,2024-07-07,2024-10-05,received,CLP,45
PO-20240708-001591,Tecfluid Norte,CD Santiago,2024-07-08,2024-09-01,received,CLP,30
PO-20240708-001835,Hydroline Andina,CD Santiago,2024-07-08,2024-07-29,received,CLP,30
PO-20240708-002859,Industrial Flow Partners,CD Santiago,2024-07-08,2025-01-04,received,CLP,60
PO-20240709-001981,Pacific Seal Supply,CD Santiago,2024-07-09,2024-12-06,received,CLP,45
PO-20240709-002641,Andes Motion,CD Santiago,2024-07-09,2024-10-07,received,CLP,45
PO-20240710-001243,Maestranza Integral,CD Santiago,2024-07-10,2024-08-14,received,CLP,30
PO-20240710-001553,Hydroline Andina,CD Santiago,2024-07-10,2024-07-31,received,CLP,30
PO-20240710-003077,Pacific Seal Supply,CD Santiago,2024-07-10,2024-12-07,open,CLP,45
PO-20240711-001692,Maestranza Integral,CD Santiago,2024-07-11,2024-08-15,received,CLP,30
PO-20240711-002256,Hydroline Andina,CD Santiago,2024-07-11,2024-08-01,received,CLP,30
PO-20240711-002724,Maestranza Integral,CD Santiago,2024-07-11,2024-08-15,received,CLP,30
PO-20240711-002992,Hydroline Andina,CD Santiago,2024-07-11,2024-08-01,received,CLP,30
PO-20240712-001133,Maestranza Integral,CD Santiago,2024-07-12,2024-08-16,received,CLP,30
PO-20240712-002074,Industrial Flow Partners,CD Santiago,2024-07-12,2025-01-08,open,CLP,60
PO-20240713-001463,Tecfluid Norte,CD Santiago,2024-07-13,2024-09-06,received,CLP,30
PO-20240713-001657,Maestranza Integral,CD Santiago,2024-07-13,2024-08-17,received,CLP,30
PO-20240713-001758,Pacific Seal Supply,CD Santiago,2024-07-13,2024-12-10,received,CLP,45
PO-20240713-002478,Hydroline Andina,CD Santiago,2024-07-13,2024-08-03,received,CLP,30
PO-20240714-000393,Hydroline Andina,CD Santiago,2024-07-14,2024-08-04,received,CLP,30
PO-20240714-001382,Hydroline Andina,CD Santiago,2024-07-14,2024-08-04,received,CLP,30
PO-20240714-002615,Hydroline Andina,CD Santiago,2024-07-14,2024-08-04,received,CLP,30
PO-20240715-000965,Hydroline Andina,CD Santiago,2024-07-15,2024-08-05,received,CLP,30
PO-20240715-002040,Pacific Seal Supply,CD Santiago,2024-07-15,2024-12-12,open,CLP,45
PO-20240715-002210,Industrial Flow Partners,CD Santiago,2024-07-15,2025-01-11,open,CLP,60
PO-20240716-000513,Maestranza Integral,CD Santiago,2024-07-16,2024-08-20,received,CLP,30
PO-20240716-001629,Industrial Flow Partners,CD Santiago,2024-07-16,2025-01-12,open,CLP,60
PO-20240716-001975,Pacific Seal Supply,CD Santiago,2024-07-16,2024-12-13,received,CLP,45
PO-20240717-000642,Maestranza Integral,CD Santiago,2024-07-17,2024-08-21,received,CLP,30
PO-20240717-001860,Hydroline Andina,CD Santiago,2024-07-17,2024-08-07,received,CLP,30
PO-20240717-001966,Pacific Seal Supply,CD Santiago,2024-07-17,2024-12-14,received,CLP,45
PO-20240718-000552,Maestranza Integral,CD Santiago,2024-07-18,2024-08-22,received,CLP,30
PO-20240718-001200,Hydroline Andina,CD Santiago,2024-07-18,2024-08-08,received,CLP,30
PO-20240718-002021,Andes Motion,CD Santiago,2024-07-18,2024-10-16,received,CLP,45
PO-20240718-002777,Tecfluid Norte,CD Santiago,2024-07-18,2024-09-11,received,CLP,30
PO-20240719-000481,Maestranza Integral,CD Santiago,2024-07-19,2024-08-23,received,CLP,30
PO-20240719-001285,Tecfluid Norte,CD Santiago,2024-07-19,2024-09-12,received,CLP,30
PO-20240719-001334,Maestranza Integral,CD Santiago,2024-07-19,2024-08-23,received,CLP,30
PO-20240720-000588,Andes Motion,CD Santiago,2024-07-20,2024-10-18,received,CLP,45
PO-20240720-000865,Hydroline Andina,CD Santiago,2024-07-20,2024-08-10,received,CLP,30
PO-20240720-001864,Industrial Flow Partners,CD Santiago,2024-07-20,2025-01-16,received,CLP,60
PO-20240720-002059,Hydroline Andina,CD Santiago,2024-07-20,2024-08-10,received,CLP,30
PO-20240721-000309,Hydroline Andina,CD Santiago,2024-07-21,2024-08-11,received,CLP,30
PO-20240721-000696,Maestranza Integral,CD Santiago,2024-07-21,2024-08-25,received,CLP,30
PO-20240721-001613,Industrial Flow Partners,CD Santiago,2024-07-21,2025-01-17,open,CLP,60
PO-20240721-001918,Andes Motion,CD Santiago,2024-07-21,2024-10-19,received,CLP,45
PO-20240721-002674,Pacific Seal Supply,CD Santiago,2024-07-21,2024-12-18,received,CLP,45
PO-20240722-000298,Maestranza Integral,CD Santiago,2024-07-22,2024-08-26,received,CLP,30
PO-20240722-000772,Hydroline Andina,CD Santiago,2024-07-22,2024-08-12,received,CLP,30
PO-20240722-001433,Maestranza Integral,CD Santiago,2024-07-22,2024-08-26,received,CLP,30
PO-20240722-001608,Andes Motion,CD Santiago,2024-07-22,2024-10-20,received,CLP,45
PO-20240722-001844,Pacific Seal Supply,CD Santiago,2024-07-22,2024-12-19,received,CLP,45
PO-20240722-002581,Maestranza Integral,CD Santiago,2024-07-22,2024-08-26,received,CLP,30
PO-20240723-001261,Maestranza Integral,CD Santiago,2024-07-23,2024-08-27,received,CLP,30
PO-20240723-001687,Maestranza Integral,CD Santiago,2024-07-23,2024-08-27,received,CLP,30
PO-20240724-000802,Maestranza Integral,CD Santiago,2024-07-24,2024-08-28,received,CLP,30
PO-20240724-001699,Industrial Flow Partners,CD Santiago,2024-07-24,2025-01-20,open,CLP,60
PO-20240724-003112,Hydroline Andina,CD Santiago,2024-07-24,2024-08-14,received,CLP,30
PO-20240724-003177,Industrial Flow Partners,CD Santiago,2024-07-24,2025-01-20,open,CLP,60
PO-20240725-001239,Maestranza Integral,CD Santiago,2024-07-25,2024-08-29,received,CLP,30
PO-20240725-002120,Hydroline Andina,CD Santiago,2024-07-25,2024-08-15,received,CLP,30
PO-20240725-002289,Pacific Seal Supply,CD Santiago,2024-07-25,2024-12-22,received,CLP,45
PO-20240726-000034,Pacific Seal Supply,CD Santiago,2024-07-26,2024-12-23,received,CLP,45
PO-20240726-000508,Industrial Flow Partners,CD Santiago,2024-07-26,2025-01-22,received,CLP,60
PO-20240726-000903,Hydroline Andina,CD Santiago,2024-07-26,2024-08-16,received,CLP,30
PO-20240727-000150,Hydroline Andina,CD Santiago,2024-07-27,2024-08-17,received,CLP,30
PO-20240727-000763,Maestranza Integral,CD Santiago,2024-07-27,2024-08-31,received,CLP,30
PO-20240727-001728,Hydroline Andina,CD Santiago,2024-07-27,2024-08-17,received,CLP,30
PO-20240727-001862,Maestranza Integral,CD Santiago,2024-07-27,2024-08-31,received,CLP,30
PO-20240728-000104,Andes Motion,CD Santiago,2024-07-28,2024-10-26,received,CLP,45
PO-20240728-001991,Industrial Flow Partners,CD Santiago,2024-07-28,2025-01-24,open,CLP,60
PO-20240729-000234,Industrial Flow Partners,CD Santiago,2024-07-29,2025-01-25,open,CLP,60
PO-20240729-000291,Andes Motion,CD Santiago,2024-07-29,2024-10-27,received,CLP,45
PO-20240729-002455,Hydroline Andina,CD Santiago,2024-07-29,2024-08-19,received,CLP,30
PO-20240730-000082,Maestranza Integral,CD Santiago,2024-07-30,2024-09-03,received,CLP,30
PO-20240730-001957,Hydroline Andina,CD Santiago,2024-07-30,2024-08-20,received,CLP,30
PO-20240730-002353,Hydroline Andina,CD Santiago,2024-07-30,2024-08-20,received,CLP,30
PO-20240731-001304,Hydroline Andina,CD Santiago,2024-07-31,2024-08-21,received,CLP,30
PO-20240731-001618,Maestranza Integral,CD Santiago,2024-07-31,2024-09-04,received,CLP,30
PO-20240801-000531,Hydroline Andina,CD Santiago,2024-08-01,2024-08-22,received,CLP,30
PO-20240801-000986,Tecfluid Norte,CD Santiago,2024-08-01,2024-09-25,received,CLP,30
PO-20240801-001247,Andes Motion,CD Santiago,2024-08-01,2024-10-30,received,CLP,45
PO-20240801-001313,Andes Motion,CD Santiago,2024-08-01,2024-10-30,received,CLP,45
PO-20240801-001592,Tecfluid Norte,CD Santiago,2024-08-01,2024-09-25,received,CLP,30
PO-20240801-001937,Maestranza Integral,CD Santiago,2024-08-01,2024-09-05,received,CLP,30
PO-20240802-000515,Tecfluid Norte,CD Santiago,2024-08-02,2024-09-26,received,CLP,30
PO-20240802-002650,Industrial Flow Partners,CD Santiago,2024-08-02,2025-01-29,open,CLP,60
PO-20240803-000156,Tecfluid Norte,CD Santiago,2024-08-03,2024-09-27,received,CLP,30
PO-20240803-002429,Andes Motion,CD Santiago,2024-08-03,2024-11-01,received,CLP,45
PO-20240804-000014,Maestranza Integral,CD Santiago,2024-08-04,2024-09-08,received,CLP,30
PO-20240804-000836,Andes Motion,CD Santiago,2024-08-04,2024-11-02,received,CLP,45
PO-20240804-001267,Hydroline Andina,CD Santiago,2024-08-04,2024-08-25,received,CLP,30
PO-20240804-001789,Hydroline Andina,CD Santiago,2024-08-04,2024-08-25,received,CLP,30
PO-20240804-003012,Tecfluid Norte,CD Santiago,2024-08-04,2024-09-28,received,CLP,30
PO-20240806-001117,Andes Motion,CD Santiago,2024-08-06,2024-11-04,received,CLP,45
PO-20240807-000271,Hydroline Andina,CD Santiago,2024-08-07,2024-08-28,received,CLP,30
PO-20240807-000339,Hydroline Andina,CD Santiago,2024-08-07,2024-08-28,received,CLP,30
PO-20240807-000362,Hydroline Andina,CD Santiago,2024-08-07,2024-08-28,received,CLP,30
PO-20240807-000822,Industrial Flow Partners,CD Santiago,2024-08-07,2025-02-03,open,CLP,60
PO-20240807-002567,Maestranza Integral,CD Santiago,2024-08-07,2024-09-11,received,CLP,30
PO-20240807-002732,Hydroline Andina,CD Santiago,2024-08-07,2024-08-28,received,CLP,30
PO-20240808-001700,Industrial Flow Partners,CD Santiago,2024-08-08,2025-02-04,open,CLP,60
PO-20240808-002432,Hydroline Andina,CD Santiago,2024-08-08,2024-08-29,received,CLP,30
PO-20240809-001839,Maestranza Integral,CD Santiago,2024-08-09,2024-09-13,received,CLP,30
PO-20240809-002201,Industrial Flow Partners,CD Santiago,2024-08-09,2025-02-05,open,CLP,60
PO-20240809-003074,Andes Motion,CD Santiago,2024-08-09,2024-11-07,received,CLP,45
PO-20240809-003121,Pacific Seal Supply,CD Santiago,2024-08-09,2025-01-06,open,CLP,45
PO-20240809-003159,Pacific Seal Supply,CD Santiago,2024-08-09,2025-01-06,open,CLP,45
PO-20240810-001345,Pacific Seal Supply,CD Santiago,2024-08-10,2025-01-07,received,CLP,45
PO-20240810-002479,Hydroline Andina,CD Santiago,2024-08-10,2024-08-31,received,CLP,30
PO-20240810-002829,Andes Motion,CD Santiago,2024-08-10,2024-11-08,received,CLP,45
PO-20240811-000585,Pacific Seal Supply,CD Santiago,2024-08-11,2025-01-08,open,CLP,45
PO-20240811-001887,Tecfluid Norte,CD Santiago,2024-08-11,2024-10-05,received,CLP,30
PO-20240811-003102,Industrial Flow Partners,CD Santiago,2024-08-11,2025-02-07,open,CLP,60
PO-20240812-000450,Industrial Flow Partners,CD Santiago,2024-08-12,2025-02-08,open,CLP,60
PO-20240812-002378,Hydroline Andina,CD Santiago,2024-08-12,2024-09-02,received,CLP,30
PO-20240813-001167,Pacific Seal Supply,CD Santiago,2024-08-13,2025-01-10,received,CLP,45
PO-20240813-001451,Tecfluid Norte,CD Santiago,2024-08-13,2024-10-07,received,CLP,30
PO-20240813-002889,Hydroline Andina,CD Santiago,2024-08-13,2024-09-03,received,CLP,30
PO-20240813-003071,Maestranza Integral,CD Santiago,2024-08-13,2024-09-17,received,CLP,30
PO-20240814-000243,Industrial Flow Partners,CD Santiago,2024-08-14,2025-02-10,open,CLP,60
PO-20240814-000310,Hydroline Andina,CD Santiago,2024-08-14,2024-09-04,received,CLP,30
PO-20240814-001609,Andes Motion,CD Santiago,2024-08-14,2024-11-12,received,CLP,45
PO-20240814-002187,Industrial Flow Partners,CD Santiago,2024-08-14,2025-02-10,open,CLP,60
PO-20240814-002944,Hydroline Andina,CD Santiago,2024-08-14,2024-09-04,received,CLP,30
PO-20240815-000394,Hydroline Andina,CD Santiago,2024-08-15,2024-09-05,received,CLP,30
PO-20240815-001741,Industrial Flow Partners,CD Santiago,2024-08-15,2025-02-11,open,CLP,60
PO-20240816-001149,Andes Motion,CD Santiago,2024-08-16,2024-11-14,received,CLP,45
PO-20240816-001231,Hydroline Andina,CD Santiago,2024-08-16,2024-09-06,received,CLP,30
PO-20240816-002115,Maestranza Integral,CD Santiago,2024-08-16,2024-09-20,received,CLP,30
PO-20240816-002664,Andes Motion,CD Santiago,2024-08-16,2024-11-14,received,CLP,45
PO-20240817-000917,Industrial Flow Partners,CD Santiago,2024-08-17,2025-02-13,open,CLP,60
PO-20240817-002303,Tecfluid Norte,CD Santiago,2024-08-17,2024-10-11,received,CLP,30
PO-20240817-002791,Tecfluid Norte,CD Santiago,2024-08-17,2024-10-11,received,CLP,30
PO-20240818-000031,Industrial Flow Partners,CD Santiago,2024-08-18,2025-02-14,open,CLP,60
PO-20240818-000996,Hydroline Andina,CD Santiago,2024-08-18,2024-09-08,received,CLP,30
PO-20240818-001483,Andes Motion,CD Santiago,2024-08-18,2024-11-16,received,CLP,45
PO-20240819-001104,Hydroline Andina,CD Santiago,2024-08-19,2024-09-09,received,CLP,30
PO-20240819-002004,Industrial Flow Partners,CD Santiago,2024-08-19,2025-02-15,open,CLP,60
PO-20240821-000296,Hydroline Andina,CD Santiago,2024-08-21,2024-09-11,received,CLP,30
PO-20240821-001410,Pacific Seal Supply,CD Santiago,2024-08-21,2025-01-18,open,CLP,45
PO-20240821-002749,Hydroline Andina,CD Santiago,2024-08-21,2024-09-11,received,CLP,30
PO-20240822-000193,Hydroline Andina,CD Santiago,2024-08-22,2024-09-12,received,CLP,30
PO-20240822-001901,Tecfluid Norte,CD Santiago,2024-08-22,2024-10-16,received,CLP,30
PO-20240822-002326,Tecfluid Norte,CD Santiago,2024-08-22,2024-10-16,received,CLP,30
PO-20240822-002993,Hydroline Andina,CD Santiago,2024-08-22,2024-09-12,received,CLP,30
PO-20240822-003053,Hydroline Andina,CD Santiago,2024-08-22,2024-09-12,received,CLP,30
PO-20240823-001365,Tecfluid Norte,CD Santiago,2024-08-23,2024-10-17,received,CLP,30
PO-20240823-002601,Maestranza Integral,CD Santiago,2024-08-23,2024-09-27,received,CLP,30
PO-20240824-000316,Pacific Seal Supply,CD Santiago,2024-08-24,2025-01-21,open,CLP,45
PO-20240824-001022,Andes Motion,CD Santiago,2024-08-24,2024-11-22,received,CLP,45
PO-20240824-001505,Tecfluid Norte,CD Santiago,2024-08-24,2024-10-18,received,CLP,30
PO-20240824-002147,Maestranza Integral,CD Santiago,2024-08-24,2024-09-28,received,CLP,30
PO-20240824-002308,Andes Motion,CD Santiago,2024-08-24,2024-11-22,received,CLP,45
PO-20240824-002492,Hydroline Andina,CD Santiago,2024-08-24,2024-09-14,received,CLP,30
PO-20240825-001274,Maestranza Integral,CD Santiago,2024-08-25,2024-09-29,received,CLP,30
PO-20240825-001888,Tecfluid Norte,CD Santiago,2024-08-25,2024-10-19,received,CLP,30
PO-20240825-002129,Hydroline Andina,CD Santiago,2024-08-25,2024-09-15,received,CLP,30
PO-20240825-002821,Maestranza Integral,CD Santiago,2024-08-25,2024-09-29,received,CLP,30
PO-20240826-001122,Hydroline Andina,CD Santiago,2024-08-26,2024-09-16,received,CLP,30
PO-20240826-001298,Industrial Flow Partners,CD Santiago,2024-08-26,2025-02-22,open,CLP,60
PO-20240827-000567,Tecfluid Norte,CD Santiago,2024-08-27,2024-10-21,received,CLP,30
PO-20240827-000692,Industrial Flow Partners,CD Santiago,2024-08-27,2025-02-23,open,CLP,60
PO-20240827-001919,Andes Motion,CD Santiago,2024-08-27,2024-11-25,received,CLP,45
PO-20240828-000272,Hydroline Andina,CD Santiago,2024-08-28,2024-09-18,received,CLP,30
