transfer_id,sku,source_location,destination_location,ship_date,expected_receipt_date,receipt_date,transfer_qty,transfer_status
TR-20240717-010827,SKU-00487,CD Santiago,Copiapó,2024-07-17,2024-07-20,2024-07-20,4,received
TR-20240717-011567,SKU-00509,CD Santiago,Lima,2024-07-17,2024-07-24,2024-07-25,2,received
TR-20240717-012238,SKU-00540,CD Santiago,Antofagasta,2024-07-17,2024-07-21,2024-07-19,5,received
TR-20240717-012239,SKU-00540,CD Santiago,Copiapó,2024-07-17,2024-07-20,2024-07-19,2,received
TR-20240717-012570,SKU-00554,CD Santiago,Concepción,2024-07-17,2024-07-20,2024-07-21,1,received
TR-20240717-014252,SKU-00622,CD Santiago,Santiago,2024-07-17,2024-07-18,2024-07-19,3,received
TR-20240717-014414,SKU-00630,CD Santiago,Copiapó,2024-07-17,2024-07-20,2024-07-20,2,received
TR-20240717-016576,SKU-00734,CD Santiago,Antofagasta,2024-07-17,2024-07-21,2024-07-21,1,received
TR-20240717-016697,SKU-00745,CD Santiago,Copiapó,2024-07-17,2024-07-20,2024-07-22,2,received
TR-20240718-000758,SKU-00051,CD Santiago,Antofagasta,2024-07-18,2024-07-22,2024-07-24,3,received
TR-20240718-000759,SKU-00051,CD Santiago,Concepción,2024-07-18,2024-07-21,2024-07-22,2,received
TR-20240718-000760,SKU-00051,CD Santiago,Lima,2024-07-18,2024-07-25,2024-07-25,3,received
TR-20240718-002567,SKU-00124,CD Santiago,Lima,2024-07-18,2024-07-25,2024-07-27,1,received
TR-20240718-004025,SKU-00196,CD Santiago,Concepción,2024-07-18,2024-07-21,2024-07-20,5,received
TR-20240718-004026,SKU-00196,CD Santiago,Lima,2024-07-18,2024-07-25,2024-07-26,1,received
TR-20240718-004659,SKU-00223,CD Santiago,Antofagasta,2024-07-18,2024-07-22,2024-07-21,2,received
TR-20240718-005598,SKU-00281,CD Santiago,Copiapó,2024-07-18,2024-07-21,2024-07-20,1,received
TR-20240718-005962,SKU-00291,CD Santiago,Concepción,2024-07-18,2024-07-21,2024-07-23,2,received
TR-20240718-005963,SKU-00291,CD Santiago,Lima,2024-07-18,2024-07-25,2024-07-22,4,received
TR-20240718-006072,SKU-00299,CD Santiago,Concepción,2024-07-18,2024-07-21,2024-07-21,1,received
TR-20240718-008635,SKU-00401,CD Santiago,Copiapó,2024-07-18,2024-07-21,2024-07-21,1,received
TR-20240718-009959,SKU-00455,CD Santiago,Lima,2024-07-18,2024-07-25,2024-07-22,2,received
TR-20240718-010063,SKU-00456,CD Santiago,Lima,2024-07-18,2024-07-25,2024-07-22,1,received
TR-20240718-011568,SKU-00509,CD Santiago,Santiago,2024-07-18,2024-07-19,2024-07-19,1,received
TR-20240718-011626,SKU-00514,CD Santiago,Lima,2024-07-18,2024-07-25,2024-07-26,2,received
TR-20240718-012389,SKU-00550,CD Santiago,Copiapó,2024-07-18,2024-07-21,2024-07-23,1,received
TR-20240718-015086,SKU-00657,CD Santiago,Santiago,2024-07-18,2024-07-19,2024-07-19,2,received
TR-20240718-015169,SKU-00661,CD Santiago,Lima,2024-07-18,2024-07-25,2024-07-25,2,received
TR-20240718-015537,SKU-00670,CD Santiago,Antofagasta,2024-07-18,2024-07-22,2024-07-22,2,received
TR-20240718-016393,SKU-00731,CD Santiago,Lima,2024-07-18,2024-07-25,2024-07-23,2,received
TR-20240719-001535,SKU-00072,CD Santiago,Concepción,2024-07-19,2024-07-22,2024-07-22,2,received
TR-20240719-001536,SKU-00072,CD Santiago,Santiago,2024-07-19,2024-07-20,2024-07-21,2,received
TR-20240719-003342,SKU-00156,CD Santiago,Santiago,2024-07-19,2024-07-20,2024-07-20,3,received
TR-20240719-004095,SKU-00199,CD Santiago,Antofagasta,2024-07-19,2024-07-23,2024-07-22,2,received
TR-20240719-005429,SKU-00264,CD Santiago,Lima,2024-07-19,2024-07-26,2024-07-28,2,received
TR-20240719-007373,SKU-00375,CD Santiago,Copiapó,2024-07-19,2024-07-22,2024-07-22,2,received
TR-20240719-009054,SKU-00419,CD Santiago,Copiapó,2024-07-19,2024-07-22,2024-07-21,2,received
TR-20240719-010064,SKU-00456,CD Santiago,Antofagasta,2024-07-19,2024-07-23,2024-07-23,2,received
TR-20240719-010065,SKU-00456,CD Santiago,Santiago,2024-07-19,2024-07-20,2024-07-21,1,received
TR-20240719-010828,SKU-00487,CD Santiago,Lima,2024-07-19,2024-07-26,2024-07-25,5,received
TR-20240719-013640,SKU-00603,CD Santiago,Santiago,2024-07-19,2024-07-20,2024-07-20,2,received
TR-20240719-014713,SKU-00641,CD Santiago,Antofagasta,2024-07-19,2024-07-23,2024-07-22,3,received
TR-20240719-016102,SKU-00704,CD Santiago,Santiago,2024-07-19,2024-07-20,2024-07-20,1,received
TR-20240719-017221,SKU-00777,CD Santiago,Lima,2024-07-19,2024-07-26,2024-07-25,3,received
TR-20240719-018050,SKU-00798,CD Santiago,Concepción,2024-07-19,2024-07-22,2024-07-23,2,received
TR-20240721-008082,SKU-00391,CD Santiago,Antofagasta,2024-07-21,2024-07-25,2024-07-27,2,received
TR-20240721-008083,SKU-00391,CD Santiago,Santiago,2024-07-21,2024-07-22,2024-07-23,1,received
TR-20240721-010478,SKU-00480,CD Santiago,Antofagasta,2024-07-21,2024-07-25,2024-07-27,2,received
TR-20240721-010479,SKU-00480,CD Santiago,Concepción,2024-07-21,2024-07-24,2024-07-25,3,received
TR-20240721-010480,SKU-00480,CD Santiago,Lima,2024-07-21,2024-07-28,2024-08-01,4,received
TR-20240721-010481,SKU-00480,CD Santiago,Santiago,2024-07-21,2024-07-22,2024-07-23,2,received
TR-20240721-017636,SKU-00784,CD Santiago,Copiapó,2024-07-21,2024-07-24,2024-07-24,3,received
TR-20240722-000239,SKU-00015,CD Santiago,Santiago,2024-07-22,2024-07-23,2024-07-24,3,received
TR-20240722-000875,SKU-00060,CD Santiago,Copiapó,2024-07-22,2024-07-25,2024-07-27,2,received
TR-20240722-001699,SKU-00082,CD Santiago,Antofagasta,2024-07-22,2024-07-26,2024-07-25,2,received
TR-20240722-001732,SKU-00086,CD Santiago,Santiago,2024-07-22,2024-07-23,2024-07-23,1,received
TR-20240722-001739,SKU-00087,CD Santiago,Santiago,2024-07-22,2024-07-23,2024-07-23,2,received
TR-20240722-002568,SKU-00124,CD Santiago,Lima,2024-07-22,2024-07-29,2024-07-30,3,received
TR-20240722-002725,SKU-00134,CD Santiago,Copiapó,2024-07-22,2024-07-25,2024-07-25,1,received
TR-20240722-002852,SKU-00135,CD Santiago,Antofagasta,2024-07-22,2024-07-26,2024-07-26,2,received
TR-20240722-002853,SKU-00135,CD Santiago,Lima,2024-07-22,2024-07-29,2024-07-31,2,received
TR-20240722-003459,SKU-00164,CD Santiago,Concepción,2024-07-22,2024-07-25,2024-07-24,2,received
TR-20240722-003594,SKU-00168,CD Santiago,Santiago,2024-07-22,2024-07-23,2024-07-24,6,received
TR-20240722-004027,SKU-00196,CD Santiago,Antofagasta,2024-07-22,2024-07-26,2024-07-26,4,received
TR-20240722-004028,SKU-00196,CD Santiago,Lima,2024-07-22,2024-07-29,2024-07-29,2,received
TR-20240722-006290,SKU-00311,CD Santiago,Antofagasta,2024-07-22,2024-07-26,2024-07-27,2,received
TR-20240722-006442,SKU-00321,CD Santiago,Copiapó,2024-07-22,2024-07-25,2024-07-24,3,received
TR-20240722-008763,SKU-00405,CD Santiago,Concepción,2024-07-22,2024-07-25,2024-07-26,2,received
TR-20240722-009710,SKU-00447,CD Santiago,Copiapó,2024-07-22,2024-07-25,2024-07-26,1,received
TR-20240722-010120,SKU-00460,CD Santiago,Copiapó,2024-07-22,2024-07-25,2024-07-24,2,received
TR-20240722-010829,SKU-00487,CD Santiago,Concepción,2024-07-22,2024-07-25,2024-07-27,4,received
TR-20240722-011058,SKU-00492,CD Santiago,Lima,2024-07-22,2024-07-29,2024-07-28,2,received
TR-20240722-011313,SKU-00497,CD Santiago,Concepción,2024-07-22,2024-07-25,2024-07-24,2,received
TR-20240722-011908,SKU-00536,CD Santiago,Santiago,2024-07-22,2024-07-23,2024-07-24,2,received
TR-20240722-012240,SKU-00540,CD Santiago,Lima,2024-07-22,2024-07-29,2024-07-28,1,received
TR-20240722-012773,SKU-00564,CD Santiago,Antofagasta,2024-07-22,2024-07-26,2024-07-27,2,received
TR-20240722-014368,SKU-00626,CD Santiago,Santiago,2024-07-22,2024-07-23,2024-07-24,2,received
TR-20240722-015538,SKU-00670,CD Santiago,Copiapó,2024-07-22,2024-07-25,2024-07-27,2,received
TR-20240722-016375,SKU-00730,CD Santiago,Antofagasta,2024-07-22,2024-07-26,2024-07-25,2,received
TR-20240722-016577,SKU-00734,CD Santiago,Santiago,2024-07-22,2024-07-23,2024-07-24,1,received
TR-20240722-016767,SKU-00748,CD Santiago,Lima,2024-07-22,2024-07-29,2024-07-29,2,received
TR-20240722-016820,SKU-00749,CD Santiago,Lima,2024-07-22,2024-07-29,2024-07-26,1,received
TR-20240722-017014,SKU-00765,CD Santiago,Santiago,2024-07-22,2024-07-23,2024-07-23,2,received
TR-20240722-017222,SKU-00777,CD Santiago,Concepción,2024-07-22,2024-07-25,2024-07-25,4,received
TR-20240722-017510,SKU-00783,CD Santiago,Santiago,2024-07-22,2024-07-23,2024-07-23,3,received
TR-20240722-018051,SKU-00798,CD Santiago,Concepción,2024-07-22,2024-07-25,2024-07-24,3,received
TR-20240723-000402,SKU-00026,CD Santiago,Santiago,2024-07-23,2024-07-24,2024-07-24,1,received
TR-20240723-001700,SKU-00082,CD Santiago,Santiago,2024-07-23,2024-07-24,2024-07-25,2,received
TR-20240723-002148,SKU-00110,CD Santiago,Copiapó,2024-07-23,2024-07-26,2024-07-27,1,received
TR-20240723-005522,SKU-00275,CD Santiago,Concepción,2024-07-23,2024-07-26,2024-07-25,2,received
TR-20240723-006732,SKU-00341,CD Santiago,Santiago,2024-07-23,2024-07-24,2024-07-24,1,received
TR-20240723-008206,SKU-00394,CD Santiago,Santiago,2024-07-23,2024-07-24,2024-07-24,1,received
TR-20240723-008712,SKU-00402,CD Santiago,Antofagasta,2024-07-23,2024-07-27,2024-07-28,2,received
TR-20240723-009055,SKU-00419,CD Santiago,Copiapó,2024-07-23,2024-07-26,2024-07-25,2,received
TR-20240723-009960,SKU-00455,CD Santiago,Copiapó,2024-07-23,2024-07-26,2024-07-26,5,received
TR-20240723-009961,SKU-00455,CD Santiago,Lima,2024-07-23,2024-07-30,2024-07-31,4,received
TR-20240723-010830,SKU-00487,CD Santiago,Antofagasta,2024-07-23,2024-07-27,2024-07-25,3,received
TR-20240723-010831,SKU-00487,CD Santiago,Santiago,2024-07-23,2024-07-24,2024-07-25,3,received
TR-20240723-011347,SKU-00500,CD Santiago,Antofagasta,2024-07-23,2024-07-27,2024-07-27,2,received
TR-20240723-012379,SKU-00549,CD Santiago,Santiago,2024-07-23,2024-07-24,2024-07-24,2,received
TR-20240723-013580,SKU-00591,CD Santiago,Copiapó,2024-07-23,2024-07-26,2024-07-25,2,received
TR-20240723-014067,SKU-00617,CD Santiago,Santiago,2024-07-23,2024-07-24,2024-07-24,1,received
TR-20240723-015182,SKU-00662,CD Santiago,Lima,2024-07-23,2024-07-30,2024-07-31,2,received
TR-20240723-016167,SKU-00710,CD Santiago,Copiapó,2024-07-23,2024-07-26,2024-07-26,1,received
TR-20240723-017511,SKU-00783,CD Santiago,Santiago,2024-07-23,2024-07-24,2024-07-24,4,received
TR-20240723-017637,SKU-00784,CD Santiago,Antofagasta,2024-07-23,2024-07-27,2024-07-25,3,received
TR-20240724-000761,SKU-00051,CD Santiago,Concepción,2024-07-24,2024-07-27,2024-07-29,3,received
TR-20240724-001262,SKU-00067,CD Santiago,Santiago,2024-07-24,2024-07-25,2024-07-25,1,received
TR-20240724-003429,SKU-00159,CD Santiago,Santiago,2024-07-24,2024-07-25,2024-07-26,1,received
TR-20240724-003724,SKU-00181,CD Santiago,Copiapó,2024-07-24,2024-07-27,2024-07-26,2,received
TR-20240724-004843,SKU-00238,CD Santiago,Antofagasta,2024-07-24,2024-07-28,2024-07-26,2,received
TR-20240724-006246,SKU-00308,CD Santiago,Antofagasta,2024-07-24,2024-07-28,2024-07-30,2,received
TR-20240724-006556,SKU-00332,CD Santiago,Concepción,2024-07-24,2024-07-27,2024-07-28,1,received
TR-20240724-007283,SKU-00370,CD Santiago,Concepción,2024-07-24,2024-07-27,2024-07-26,1,received
TR-20240724-008028,SKU-00389,CD Santiago,Santiago,2024-07-24,2024-07-25,2024-07-25,1,received
TR-20240724-011059,SKU-00492,CD Santiago,Concepción,2024-07-24,2024-07-27,2024-07-27,3,received
TR-20240724-011380,SKU-00506,CD Santiago,Santiago,2024-07-24,2024-07-25,2024-07-26,1,received
TR-20240724-011986,SKU-00537,CD Santiago,Antofagasta,2024-07-24,2024-07-28,2024-07-29,2,received
TR-20240724-012241,SKU-00540,CD Santiago,Lima,2024-07-24,2024-07-31,2024-08-01,2,received
TR-20240724-014714,SKU-00641,CD Santiago,Copiapó,2024-07-24,2024-07-27,2024-07-26,3,received
TR-20240724-015059,SKU-00653,CD Santiago,Copiapó,2024-07-24,2024-07-27,2024-07-26,1,received
TR-20240724-016605,SKU-00735,CD Santiago,Concepción,2024-07-24,2024-07-27,2024-07-28,2,received
TR-20240724-017127,SKU-00775,CD Santiago,Concepción,2024-07-24,2024-07-27,2024-07-27,1,received
TR-20240725-000240,SKU-00015,CD Santiago,Antofagasta,2024-07-25,2024-07-29,2024-07-29,3,received
TR-20240725-000241,SKU-00015,CD Santiago,Concepción,2024-07-25,2024-07-28,2024-07-29,4,received
TR-20240725-001134,SKU-00062,CD Santiago,Concepción,2024-07-25,2024-07-28,2024-07-28,2,received
TR-20240725-001659,SKU-00081,CD Santiago,Copiapó,2024-07-25,2024-07-28,2024-07-27,2,received
TR-20240725-002078,SKU-00106,CD Santiago,Copiapó,2024-07-25,2024-07-28,2024-07-29,2,received
TR-20240725-002149,SKU-00110,CD Santiago,Copiapó,2024-07-25,2024-07-28,2024-07-27,2,received
TR-20240725-003027,SKU-00153,CD Santiago,Concepción,2024-07-25,2024-07-28,2024-07-29,2,received
TR-20240725-004238,SKU-00206,CD Santiago,Antofagasta,2024-07-25,2024-07-29,2024-07-29,2,received
TR-20240725-004660,SKU-00223,CD Santiago,Antofagasta,2024-07-25,2024-07-29,2024-07-29,2,received
TR-20240725-005599,SKU-00281,CD Santiago,Copiapó,2024-07-25,2024-07-28,2024-07-28,2,received
TR-20240725-005964,SKU-00291,CD Santiago,Santiago,2024-07-25,2024-07-26,2024-07-27,1,received
TR-20240725-007590,SKU-00378,CD Santiago,Concepción,2024-07-25,2024-07-28,2024-07-30,4,received
TR-20240725-010066,SKU-00456,CD Santiago,Antofagasta,2024-07-25,2024-07-29,2024-08-01,2,received
TR-20240725-010197,SKU-00467,CD Santiago,Copiapó,2024-07-25,2024-07-28,2024-07-27,2,received
TR-20240725-011569,SKU-00509,CD Santiago,Concepción,2024-07-25,2024-07-28,2024-07-28,3,received
TR-20240725-011570,SKU-00509,CD Santiago,Copiapó,2024-07-25,2024-07-28,2024-07-28,5,received
TR-20240725-011571,SKU-00509,CD Santiago,Lima,2024-07-25,2024-08-01,2024-08-02,2,received
TR-20240725-014253,SKU-00622,CD Santiago,Lima,2024-07-25,2024-08-01,2024-07-30,1,received
TR-20240725-014715,SKU-00641,CD Santiago,Antofagasta,2024-07-25,2024-07-29,2024-07-31,3,received
TR-20240725-014716,SKU-00641,CD Santiago,Lima,2024-07-25,2024-08-01,2024-07-30,2,received
TR-20240725-015539,SKU-00670,CD Santiago,Antofagasta,2024-07-25,2024-07-29,2024-08-01,1,received
TR-20240725-016103,SKU-00704,CD Santiago,Santiago,2024-07-25,2024-07-26,2024-07-26,2,received
TR-20240726-002266,SKU-00118,CD Santiago,Santiago,2024-07-26,2024-07-27,2024-07-28,1,received
TR-20240726-002569,SKU-00124,CD Santiago,Concepción,2024-07-26,2024-07-29,2024-07-28,2,received
TR-20240726-004156,SKU-00202,CD Santiago,Concepción,2024-07-26,2024-07-29,2024-07-29,1,received
TR-20240726-006989,SKU-00353,CD Santiago,Concepción,2024-07-26,2024-07-29,2024-07-28,2,received
TR-20240726-014254,SKU-00622,CD Santiago,Lima,2024-07-26,2024-08-02,2024-08-02,2,received
TR-20240726-015286,SKU-00665,CD Santiago,Copiapó,2024-07-26,2024-07-29,2024-07-29,1,received
TR-20240726-016026,SKU-00702,CD Santiago,Lima,2024-07-26,2024-08-02,2024-08-03,2,received
TR-20240726-016256,SKU-00725,CD Santiago,Copiapó,2024-07-26,2024-07-29,2024-07-31,2,received
TR-20240726-016578,SKU-00734,CD Santiago,Lima,2024-07-26,2024-08-02,2024-08-01,1,received
TR-20240727-005057,SKU-00241,CD Santiago,Santiago,2024-07-27,2024-07-28,2024-07-28,4,received
TR-20240727-009358,SKU-00423,CD Santiago,Concepción,2024-07-27,2024-07-30,2024-07-29,3,received
TR-20240727-009359,SKU-00423,CD Santiago,Lima,2024-07-27,2024-08-03,2024-08-04,3,received
TR-20240727-009360,SKU-00423,CD Santiago,Santiago,2024-07-27,2024-07-28,2024-07-28,2,received
TR-20240728-002462,SKU-00122,CD Santiago,Santiago,2024-07-28,2024-07-29,2024-07-30,2,received
TR-20240728-003595,SKU-00168,CD Santiago,Concepción,2024-07-28,2024-07-31,2024-07-31,7,received
TR-20240728-005308,SKU-00257,CD Santiago,Concepción,2024-07-28,2024-07-31,2024-07-31,2,received
TR-20240728-005309,SKU-00257,CD Santiago,Santiago,2024-07-28,2024-07-29,2024-07-30,1,received
TR-20240729-000762,SKU-00051,CD Santiago,Concepción,2024-07-29,2024-08-01,2024-08-01,3,received
TR-20240729-001537,SKU-00072,CD Santiago,Antofagasta,2024-07-29,2024-08-02,2024-07-31,1,received
TR-20240729-003343,SKU-00156,CD Santiago,Lima,2024-07-29,2024-08-05,2024-08-06,3,received
TR-20240729-003344,SKU-00156,CD Santiago,Santiago,2024-07-29,2024-07-30,2024-07-31,5,received
TR-20240729-003775,SKU-00185,CD Santiago,Antofagasta,2024-07-29,2024-08-02,2024-08-02,2,received
TR-20240729-006247,SKU-00308,CD Santiago,Santiago,2024-07-29,2024-07-30,2024-07-31,2,received
TR-20240729-007019,SKU-00354,CD Santiago,Lima,2024-07-29,2024-08-05,2024-08-09,2,received
TR-20240729-007081,SKU-00358,CD Santiago,Antofagasta,2024-07-29,2024-08-02,2024-08-01,2,received
TR-20240729-007642,SKU-00379,CD Santiago,Copiapó,2024-07-29,2024-08-01,2024-07-31,2,received
TR-20240729-008084,SKU-00391,CD Santiago,Antofagasta,2024-07-29,2024-08-02,2024-08-03,2,received
TR-20240729-008385,SKU-00396,CD Santiago,Antofagasta,2024-07-29,2024-08-02,2024-08-01,2,received
TR-20240729-008727,SKU-00403,CD Santiago,Lima,2024-07-29,2024-08-05,2024-08-04,2,received
TR-20240729-010832,SKU-00487,CD Santiago,Copiapó,2024-07-29,2024-08-01,2024-08-02,3,received
TR-20240729-011909,SKU-00536,CD Santiago,Copiapó,2024-07-29,2024-08-01,2024-07-31,2,received
TR-20240729-012242,SKU-00540,CD Santiago,Antofagasta,2024-07-29,2024-08-02,2024-08-01,4,received
TR-20240729-012243,SKU-00540,CD Santiago,Lima,2024-07-29,2024-08-05,2024-08-02,3,received
TR-20240729-012697,SKU-00558,CD Santiago,Copiapó,2024-07-29,2024-08-01,2024-08-02,2,received
TR-20240729-013724,SKU-00608,CD Santiago,Lima,2024-07-29,2024-08-05,2024-08-05,4,received
TR-20240729-014255,SKU-00622,CD Santiago,Concepción,2024-07-29,2024-08-01,2024-08-02,2,received
TR-20240729-016913,SKU-00759,CD Santiago,Antofagasta,2024-07-29,2024-08-02,2024-08-02,2,received
TR-20240730-000242,SKU-00015,CD Santiago,Santiago,2024-07-30,2024-07-31,2024-07-31,2,received
TR-20240730-000321,SKU-00020,CD Santiago,Concepción,2024-07-30,2024-08-02,2024-08-01,1,received
TR-20240730-001135,SKU-00062,CD Santiago,Concepción,2024-07-30,2024-08-02,2024-08-02,2,received
TR-20240730-001136,SKU-00062,CD Santiago,Lima,2024-07-30,2024-08-06,2024-08-08,3,received
TR-20240730-003345,SKU-00156,CD Santiago,Antofagasta,2024-07-30,2024-08-03,2024-08-05,3,received
TR-20240730-003766,SKU-00184,CD Santiago,Copiapó,2024-07-30,2024-08-02,2024-08-01,1,received
TR-20240730-004661,SKU-00223,CD Santiago,Santiago,2024-07-30,2024-07-31,2024-07-31,2,received
TR-20240730-005237,SKU-00255,CD Santiago,Copiapó,2024-07-30,2024-08-02,2024-08-03,2,received
TR-20240730-005551,SKU-00277,CD Santiago,Copiapó,2024-07-30,2024-08-02,2024-08-01,1,received
TR-20240730-005965,SKU-00291,CD Santiago,Concepción,2024-07-30,2024-08-02,2024-08-01,3,received
TR-20240730-006469,SKU-00323,CD Santiago,Antofagasta,2024-07-30,2024-08-03,2024-08-01,2,received
TR-20240730-007591,SKU-00378,CD Santiago,Lima,2024-07-30,2024-08-06,2024-08-06,3,received
TR-20240730-007889,SKU-00380,CD Santiago,Copiapó,2024-07-30,2024-08-02,2024-08-04,2,received
TR-20240730-007890,SKU-00380,CD Santiago,Lima,2024-07-30,2024-08-06,2024-08-06,3,received
TR-20240730-008085,SKU-00391,CD Santiago,Santiago,2024-07-30,2024-07-31,2024-07-31,1,received
TR-20240730-008139,SKU-00393,CD Santiago,Santiago,2024-07-30,2024-07-31,2024-07-31,2,received
TR-20240730-008386,SKU-00396,CD Santiago,Copiapó,2024-07-30,2024-08-02,2024-08-04,3,received
TR-20240730-010512,SKU-00481,CD Santiago,Santiago,2024-07-30,2024-07-31,2024-07-31,2,received
TR-20240730-010833,SKU-00487,CD Santiago,Lima,2024-07-30,2024-08-06,2024-08-07,4,received
TR-20240730-011386,SKU-00507,CD Santiago,Antofagasta,2024-07-30,2024-08-03,2024-08-03,2,received
TR-20240730-011734,SKU-00527,CD Santiago,Santiago,2024-07-30,2024-07-31,2024-07-31,2,received
TR-20240730-013000,SKU-00579,CD Santiago,Concepción,2024-07-30,2024-08-02,2024-08-03,1,received
TR-20240730-013001,SKU-00579,CD Santiago,Copiapó,2024-07-30,2024-08-02,2024-08-02,2,received
TR-20240730-013517,SKU-00589,CD Santiago,Antofagasta,2024-07-30,2024-08-03,2024-08-05,2,received
TR-20240730-013751,SKU-00609,CD Santiago,Copiapó,2024-07-30,2024-08-02,2024-08-01,2,received
TR-20240730-014256,SKU-00622,CD Santiago,Copiapó,2024-07-30,2024-08-02,2024-08-02,2,received
TR-20240730-015100,SKU-00658,CD Santiago,Lima,2024-07-30,2024-08-06,2024-08-08,2,received
TR-20240730-015420,SKU-00666,CD Santiago,Antofagasta,2024-07-30,2024-08-03,2024-08-02,1,received
TR-20240731-002079,SKU-00106,CD Santiago,Copiapó,2024-07-31,2024-08-03,2024-08-02,3,received
TR-20240731-004203,SKU-00204,CD Santiago,Lima,2024-07-31,2024-08-07,2024-08-07,3,received
TR-20240731-004725,SKU-00225,CD Santiago,Santiago,2024-07-31,2024-08-01,2024-08-02,1,received
TR-20240731-006443,SKU-00321,CD Santiago,Santiago,2024-07-31,2024-08-01,2024-08-01,1,received
TR-20240731-006621,SKU-00335,CD Santiago,Copiapó,2024-07-31,2024-08-03,2024-08-03,2,received
TR-20240731-007310,SKU-00373,CD Santiago,Lima,2024-07-31,2024-08-07,2024-08-06,2,received
TR-20240731-007980,SKU-00382,CD Santiago,Antofagasta,2024-07-31,2024-08-04,2024-08-03,1,received
TR-20240731-008207,SKU-00394,CD Santiago,Concepción,2024-07-31,2024-08-03,2024-08-02,2,received
TR-20240731-008556,SKU-00400,CD Santiago,Copiapó,2024-07-31,2024-08-03,2024-08-04,2,received
TR-20240731-008869,SKU-00412,CD Santiago,Antofagasta,2024-07-31,2024-08-04,2024-08-03,2,received
TR-20240731-009148,SKU-00422,CD Santiago,Lima,2024-07-31,2024-08-07,2024-08-05,2,received
TR-20240731-009400,SKU-00424,CD Santiago,Santiago,2024-07-31,2024-08-01,2024-08-02,2,received
TR-20240731-009438,SKU-00431,CD Santiago,Concepción,2024-07-31,2024-08-03,2024-08-03,2,received
TR-20240731-010213,SKU-00470,CD Santiago,Concepción,2024-07-31,2024-08-03,2024-08-03,2,received
TR-20240731-010834,SKU-00487,CD Santiago,Copiapó,2024-07-31,2024-08-03,2024-08-02,3,received
TR-20240731-010835,SKU-00487,CD Santiago,Santiago,2024-07-31,2024-08-01,2024-08-01,4,received
TR-20240731-012571,SKU-00554,CD Santiago,Concepción,2024-07-31,2024-08-03,2024-08-02,2,received
TR-20240731-014407,SKU-00629,CD Santiago,Lima,2024-07-31,2024-08-07,2024-08-06,2,received
TR-20240731-014758,SKU-00643,CD Santiago,Concepción,2024-07-31,2024-08-03,2024-08-03,1,received
TR-20240731-014772,SKU-00644,CD Santiago,Santiago,2024-07-31,2024-08-01,2024-08-02,2,received
TR-20240731-015847,SKU-00693,CD Santiago,Copiapó,2024-07-31,2024-08-03,2024-08-04,1,received
TR-20240731-015848,SKU-00693,CD Santiago,Santiago,2024-07-31,2024-08-01,2024-08-01,1,received
TR-20240731-016579,SKU-00734,CD Santiago,Lima,2024-07-31,2024-08-07,2024-08-07,3,received
TR-20240801-001137,SKU-00062,CD Santiago,Antofagasta,2024-08-01,2024-08-05,2024-08-07,2,received
TR-20240801-001138,SKU-00062,CD Santiago,Lima,2024-08-01,2024-08-08,2024-08-09,3,received
TR-20240801-001263,SKU-00067,CD Santiago,Santiago,2024-08-01,2024-08-02,2024-08-02,2,received
TR-20240801-001642,SKU-00080,CD Santiago,Concepción,2024-08-01,2024-08-04,2024-08-03,1,received
TR-20240801-002278,SKU-00119,CD Santiago,Antofagasta,2024-08-01,2024-08-05,2024-08-05,2,received
TR-20240801-003767,SKU-00184,CD Santiago,Copiapó,2024-08-01,2024-08-04,2024-08-05,2,received
TR-20240801-004029,SKU-00196,CD Santiago,Copiapó,2024-08-01,2024-08-04,2024-08-03,3,received
TR-20240801-004844,SKU-00238,CD Santiago,Antofagasta,2024-08-01,2024-08-05,2024-08-03,2,received
TR-20240801-005058,SKU-00241,CD Santiago,Lima,2024-08-01,2024-08-08,2024-08-06,3,received
TR-20240801-005966,SKU-00291,CD Santiago,Antofagasta,2024-08-01,2024-08-05,2024-08-06,2,received
TR-20240801-005967,SKU-00291,CD Santiago,Copiapó,2024-08-01,2024-08-04,2024-08-03,2,received
TR-20240801-006444,SKU-00321,CD Santiago,Santiago,2024-08-01,2024-08-02,2024-08-02,2,received
TR-20240801-006622,SKU-00335,CD Santiago,Antofagasta,2024-08-01,2024-08-05,2024-08-06,2,received
TR-20240801-006623,SKU-00335,CD Santiago,Santiago,2024-08-01,2024-08-02,2024-08-02,1,received
TR-20240801-006933,SKU-00352,CD Santiago,Santiago,2024-08-01,2024-08-02,2024-08-03,3,received
TR-20240801-007201,SKU-00367,CD Santiago,Antofagasta,2024-08-01,2024-08-05,2024-08-03,2,received
TR-20240801-008029,SKU-00389,CD Santiago,Copiapó,2024-08-01,2024-08-04,2024-08-04,1,received
TR-20240801-010121,SKU-00460,CD Santiago,Copiapó,2024-08-01,2024-08-04,2024-08-04,1,received
TR-20240801-010548,SKU-00485,CD Santiago,Concepción,2024-08-01,2024-08-04,2024-08-03,2,received
TR-20240801-010836,SKU-00487,CD Santiago,Concepción,2024-08-01,2024-08-04,2024-08-03,3,received
TR-20240801-010837,SKU-00487,CD Santiago,Santiago,2024-08-01,2024-08-02,2024-08-02,5,received
TR-20240801-011200,SKU-00495,CD Santiago,Santiago,2024-08-01,2024-08-02,2024-08-03,2,received
TR-20240801-011362,SKU-00503,CD Santiago,Antofagasta,2024-08-01,2024-08-05,2024-08-05,2,received
